D 70 30 50
34, 0, 0, 116, 123, 142
35, 0, 0, 116, 123, 142
36, 0, 0, 116, 123, 142
37, 0, 0, 116, 123, 142
34, 1, 0, 116, 123, 142
35, 1, 0, 116, 123, 142
36, 1, 0, 116, 123, 142
37, 1, 0, 116, 123, 142
38, 1, 0, 116, 123, 142
33, 2, 0, 116, 123, 142
34, 2, 0, 116, 123, 142
35, 2, 0, 116, 123, 142
36, 2, 0, 116, 123, 142
37, 2, 0, 116, 123, 142
38, 2, 0, 116, 123, 142
33, 3, 0, 116, 123, 142
34, 3, 0, 116, 123, 142
35, 3, 0, 116, 123, 142
36, 3, 0, 116, 123, 142
37, 3, 0, 116, 123, 142
38, 3, 0, 116, 123, 142
33, 4, 0, 116, 123, 142
34, 4, 0, 116, 123, 142
35, 4, 0, 116, 123, 142
36, 4, 0, 116, 123, 142
37, 4, 0, 116, 123, 142
38, 4, 0, 116, 123, 142
33, 5, 0, 116, 123, 142
34, 5, 0, 116, 123, 142
35, 5, 0, 116, 123, 142
36, 5, 0, 116, 123, 142
37, 5, 0, 116, 123, 142
38, 5, 0, 116, 123, 142
33, 6, 0, 116, 123, 142
34, 6, 0, 116, 123, 142
35, 6, 0, 116, 123, 142
36, 6, 0, 116, 123, 142
37, 6, 0, 116, 123, 142
38, 6, 0, 116, 123, 142
21, 7, 0, 20, 9, 6
22, 7, 0, 20, 9, 6
23, 7, 0, 20, 9, 6
24, 7, 0, 20, 9, 6
25, 7, 0, 20, 9, 6
26, 7, 0, 20, 9, 6
27, 7, 0, 20, 9, 6
28, 7, 0, 20, 9, 6
29, 7, 0, 20, 9, 6
30, 7, 0, 20, 9, 6
31, 7, 0, 20, 9, 6
32, 7, 0, 20, 9, 6
33, 7, 0, 116, 123, 142
34, 7, 0, 116, 123, 142
35, 7, 0, 116, 123, 142
36, 7, 0, 116, 123, 142
37, 7, 0, 116, 123, 142
38, 7, 0, 116, 123, 142
39, 7, 0, 20, 9, 6
40, 7, 0, 20, 9, 6
41, 7, 0, 20, 9, 6
42, 7, 0, 20, 9, 6
43, 7, 0, 20, 9, 6
44, 7, 0, 20, 9, 6
45, 7, 0, 20, 9, 6
46, 7, 0, 20, 9, 6
47, 7, 0, 20, 9, 6
48, 7, 0, 20, 9, 6
49, 7, 0, 20, 9, 6
50, 7, 0, 20, 9, 6
51, 7, 0, 20, 9, 6
52, 7, 0, 20, 9, 6
53, 7, 0, 20, 9, 6
54, 7, 0, 20, 9, 6
55, 7, 0, 20, 9, 6
56, 7, 0, 20, 9, 6
57, 7, 0, 20, 9, 6
58, 7, 0, 20, 9, 6
59, 7, 0, 20, 9, 6
60, 7, 0, 20, 9, 6
61, 7, 0, 20, 9, 6
62, 7, 0, 20, 9, 6
63, 7, 0, 20, 9, 6
0, 8, 0, 20, 9, 6
1, 8, 0, 165, 145, 132
2, 8, 0, 165, 145, 132
3, 8, 0, 165, 145, 132
4, 8, 0, 165, 145, 132
5, 8, 0, 20, 9, 6
6, 8, 0, 20, 9, 6
7, 8, 0, 20, 9, 6
8, 8, 0, 20, 9, 6
9, 8, 0, 20, 9, 6
10, 8, 0, 20, 9, 6
11, 8, 0, 20, 9, 6
12, 8, 0, 20, 9, 6
13, 8, 0, 20, 9, 6
14, 8, 0, 20, 9, 6
15, 8, 0, 20, 9, 6
16, 8, 0, 20, 9, 6
17, 8, 0, 20, 9, 6
18, 8, 0, 20, 9, 6
